Departure Point,Destination,Fixed Fare,Flight Season,From Day,From Month,From To,Product,Program,To Day,To Month,Transformed To Month,Unique Value
"LYS","US-SFM","22060","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","AYP","14.0","1.0","13.0","LSPAYPUS-SFMLYS"
"PAR","NZ-AUC","22061","HighSeason1","1.0","1.0","Jan-1 To Feb-28","ILS","ILS","28.0","2.0","2.0","ILSILSNZ-AUCPAR"
"PAR","NZ-AUC","22062","LowSeason1","1.0","3.0","Mar-1 To Dec-31","ILS","ILS","31.0","12.0","12.0","ILSILSNZ-AUCPAR"
"BOD","US-WAS","22063","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-WASBOD"
"LYS","CA-VAN","22064","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","ILSP","31.0","8.0","8.0","LSPILSPCA-VANLYS"
"NCE","US-MIA","22065","HighSeason2","12.0","12.0","Dec-12 To Jan-14","ILS","ILS","14.0","1.0","13.0","ILSILSUS-MIANCE"
"TLS","GB-LON","22066","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYGB-LONTLS"
"NCE","GB-EAS","22067","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","ILSP","11.0","12.0","12.0","LSPILSPGB-EASNCE"
"LYS","GB-EAS","22068","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","AYP","31.0","8.0","8.0","LSPAYPGB-EASLYS"
"TLS","CA-VAN","22069","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILS","31.0","8.0","8.0","ILSILSCA-VANTLS"
"TLS","SG-SIM","22070","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","ILSP","31.0","8.0","8.0","LSPILSPSG-SIMTLS"
"BOD","US-SEA","22071","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-SEABOD"
"NCE","US-LAR","22072","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","AYP","31.0","5.0","5.0","LSPAYPUS-LARNCE"
"GVA","GB-OXF","22073","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","AYP","31.0","5.0","5.0","LSPAYPGB-OXFGVA"
"LYS","GB-MAS","22074","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILS","31.0","8.0","8.0","ILSILSGB-MASLYS"
"GVA","US-WAS","22075","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILS","31.0","8.0","8.0","ILSILSUS-WASGVA"
"PAR","US-LAR","22076","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-LARPAR"
"LYS","GB-BRI","22077","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYGB-BRILYS"
"TLS","DE-MUN","22078","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","ILSP","11.0","12.0","12.0","LSPILSPDE-MUNTLS"
"MRS","GB-EAS","22079","LowSeason1","15.0","1.0","Jan-15 To May-31","ILS","ILS","31.0","5.0","5.0","ILSILSGB-EASMRS"
"PAR","MT-MSJ","22080","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","AYP","11.0","12.0","12.0","LSPAYPMT-MSJPAR"
"GVA","JP-TYO","22081","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","ILSP","31.0","8.0","8.0","LSPILSPJP-TYOGVA"
"NCE","DE-MUN","22082","HighSeason2","12.0","12.0","Dec-12 To Jan-14","ILS","ILS","14.0","1.0","13.0","ILSILSDE-MUNNCE"
"PAR","CN-BEJ","22083","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","ILSP","11.0","12.0","12.0","LSPILSPCN-BEJPAR"
"BOD","US-SBA","22084","HighSeason2","12.0","12.0","Dec-12 To Jan-14","ILS","ILS","14.0","1.0","13.0","ILSILSUS-SBABOD"
"GVA","AU-BRS","22085","HighSeason1","1.0","1.0","Jan-1 To Feb-28","ILS","ILS","28.0","2.0","2.0","ILSILSAU-BRSGVA"
"PAR","CA-TOO","22086","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYCA-TOOPAR"
"PAR","US-LAR","22087","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","AYP","31.0","5.0","5.0","LSPAYPUS-LARPAR"
"PAR","US-LAR","22088","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","AYP","11.0","12.0","12.0","LSPAYPUS-LARPAR"
"NCE","DE-BER","22089","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILS","31.0","8.0","8.0","ILSILSDE-BERNCE"
"MRS","ZA-CAP","22090","LowSeason1","1.0","3.0","Mar-1 To Dec-31","ILS","ILS","31.0","12.0","12.0","ILSILSZA-CAPMRS"
"FRA","US-SFD","22091","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","ILSP","31.0","5.0","5.0","LSPILSPUS-SFDFRA"
"NTE","US-NYC","22092","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-NYCNTE"
"MRS","US-SFM","22093","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-SFMMRS"
"NCE","AU-SYD","22094","HighSeason1","1.0","1.0","Jan-1 To Feb-28","LSP","AYP","28.0","2.0","2.0","LSPAYPAU-SYDNCE"
"MRS","CN-BEJ","22095","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","ILSP","31.0","5.0","5.0","LSPILSPCN-BEJMRS"
"LYS","US-SFM","22096","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","AYP","31.0","8.0","8.0","LSPAYPUS-SFMLYS"
"TLS","US-SDC","22097","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILSH","31.0","8.0","8.0","ILSILSHUS-SDCTLS"
"PAR","GB-EAS","22098","HighSeason2","12.0","12.0","Dec-12 To Jan-14","ILS","ILSH","14.0","1.0","13.0","ILSILSHGB-EASPAR"
"FRA","US-SDO","22099","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","ILSP","14.0","1.0","13.0","LSPILSPUS-SDOFRA"
"NCE","GB-BRI","22100","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","AYP","31.0","5.0","5.0","LSPAYPGB-BRINCE"
"NCE","US-SFM","22101","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILS","31.0","8.0","8.0","ILSILSUS-SFMNCE"
"MRS","US-WAS","22102","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-WASMRS"
"NCE","SG-SIN","22103","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","AYP","31.0","8.0","8.0","LSPAYPSG-SINNCE"
"NCE","US-SFD","22104","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-SFDNCE"
"FRA","US-SEA","22105","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYUS-SEAFRA"
"TLS","US-WAS","22106","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYUS-WASTLS"
"NCE","GB-LON","22107","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYGB-LONNCE"
"PAR","GB-CAM","22108","LowSeason1","15.0","1.0","Jan-15 To May-31","ILS","ILS","31.0","5.0","5.0","ILSILSGB-CAMPAR"
"PAR","CN-BEJ","22109","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","AYP","11.0","12.0","12.0","LSPAYPCN-BEJPAR"
"TLS","IE-DUB","22110","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYIE-DUBTLS"
"NCE","US-SFD","22111","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","ILSP","11.0","12.0","12.0","LSPILSPUS-SFDNCE"
"NCE","AU-BRS","22112","LowSeason1","1.0","3.0","Mar-1 To Dec-31","ILS","ILS","31.0","12.0","12.0","ILSILSAU-BRSNCE"
"TLS","US-MIA","22113","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","ILSP","31.0","5.0","5.0","LSPILSPUS-MIATLS"
"NTE","US-NYC","22114","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","AYP","31.0","5.0","5.0","LSPAYPUS-NYCNTE"
"TLS","CA-VAN","22115","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","AYP","31.0","8.0","8.0","LSPAYPCA-VANTLS"
"LYS","IT-ROM","22116","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYIT-ROMLYS"
"FRA","NZ-AUC","22117","HighSeason1","1.0","1.0","Jan-1 To Feb-28","LSP","ILSP","28.0","2.0","2.0","LSPILSPNZ-AUCFRA"
"TLS","US-BOI","22118","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","ILSP","31.0","5.0","5.0","LSPILSPUS-BOITLS"
"NTE","US-NYT","22119","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILS","31.0","8.0","8.0","ILSILSUS-NYTNTE"
"LYS","GB-LON","22120","LowSeason2","1.0","9.0","Sep-1 To Dec-11","ILS","ILS","11.0","12.0","12.0","ILSILSGB-LONLYS"
"GVA","US-WAS","22121","HighSeason2","12.0","12.0","Dec-12 To Jan-14","ILS","ILSH","14.0","1.0","13.0","ILSILSHUS-WASGVA"
"NCE","DE-MUN","22122","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","ILSP","31.0","8.0","8.0","LSPILSPDE-MUNNCE"
"MRS","GB-LON","22123","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","AYP","14.0","1.0","13.0","LSPAYPGB-LONMRS"
"GVA","CA-TOO","22124","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYCA-TOOGVA"
"FRA","US-CHS","22125","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-CHSFRA"
"FRA","US-SEA","22126","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-SEAFRA"
"GVA","US-LAR","22127","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","AYP","31.0","5.0","5.0","LSPAYPUS-LARGVA"
"PAR","SG-SIN","22128","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","AYP","11.0","12.0","12.0","LSPAYPSG-SINPAR"
"NTE","US-BOI","22129","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","AYP","11.0","12.0","12.0","LSPAYPUS-BOINTE"
"TLS","US-CHS","22130","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","AYP","31.0","8.0","8.0","LSPAYPUS-CHSTLS"
"GVA","GB-CAC","22131","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYGB-CACGVA"
"PAR","DE-MUN","22132","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","ILSP","31.0","5.0","5.0","LSPILSPDE-MUNPAR"
"NCE","DE-BER","22133","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","ILSP","14.0","1.0","13.0","LSPILSPDE-BERNCE"
"BOD","US-SEA","22134","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","ILSP","11.0","12.0","12.0","LSPILSPUS-SEABOD"
"FRA","US-BOE","22135","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILS","31.0","8.0","8.0","ILSILSUS-BOEFRA"
"FRA","US-LAR","22136","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-LARFRA"
"TLS","US-NYT","22137","LowSeason1","15.0","1.0","Jan-15 To May-31","ILS","ILS","31.0","5.0","5.0","ILSILSUS-NYTTLS"
"MRS","US-SDC","22138","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILS","31.0","8.0","8.0","ILSILSUS-SDCMRS"
"MRS","US-SDO","22139","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-SDOMRS"
"TLS","GB-LON","22140","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYGB-LONTLS"
"TLS","GB-MAN","22141","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYGB-MANTLS"
"GVA","GB-CAE","22142","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILS","31.0","8.0","8.0","ILSILSGB-CAEGVA"
"MRS","GB-CAC","22143","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","AYP","14.0","1.0","13.0","LSPAYPGB-CACMRS"
"LYS","GB-CAM","22144","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","AYP","11.0","12.0","12.0","LSPAYPGB-CAMLYS"
"NCE","US-NYT","22145","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","AYP","14.0","1.0","13.0","LSPAYPUS-NYTNCE"
"PAR","US-HNL","22146","HighSeason2","12.0","12.0","Dec-12 To Jan-14","ILS","ILS","14.0","1.0","13.0","ILSILSUS-HNLPAR"
"GVA","GB-LON","22147","HighSeason2","12.0","12.0","Dec-12 To Jan-14","ILS","ILS","14.0","1.0","13.0","ILSILSGB-LONGVA"
"MRS","DE-BER","22148","LowSeason2","1.0","9.0","Sep-1 To Dec-11","ILS","ILSH","11.0","12.0","12.0","ILSILSHDE-BERMRS"
"TLS","NZ-AUC","22149","LowSeason1","1.0","3.0","Mar-1 To Dec-31","APP","AY","31.0","12.0","12.0","APPAYNZ-AUCTLS"
"NCE","GB-LON","22150","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","AYP","14.0","1.0","13.0","LSPAYPGB-LONNCE"
"LYS","US-SBA","22151","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","ILSP","31.0","5.0","5.0","LSPILSPUS-SBALYS"
"NTE","US-NYC","22152","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","AYP","31.0","8.0","8.0","LSPAYPUS-NYCNTE"
"NCE","US-SFM","22153","HighSeason2","12.0","12.0","Dec-12 To Jan-14","ILS","ILSH","14.0","1.0","13.0","ILSILSHUS-SFMNCE"
"PAR","IT-ROM","22154","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYIT-ROMPAR"
"FRA","JP-TYO","22155","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILS","31.0","8.0","8.0","ILSILSJP-TYOFRA"
"NCE","DE-BER","22156","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYDE-BERNCE"
"BOD","US-SDO","22157","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-SDOBOD"
"TLS","US-CHI","22158","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","AYP","31.0","5.0","5.0","LSPAYPUS-CHITLS"
"GVA","GB-OXF","22159","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","ILSP","31.0","8.0","8.0","LSPILSPGB-OXFGVA"
"NCE","GB-CAM","22160","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","ILSP","14.0","1.0","13.0","LSPILSPGB-CAMNCE"
"MRS","SG-SIN","22161","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","AYP","11.0","12.0","12.0","LSPAYPSG-SINMRS"
"GVA","US-SDC","22162","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","ILSP","11.0","12.0","12.0","LSPILSPUS-SDCGVA"
"GVA","GB-MAN","22163","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYGB-MANGVA"
"TLS","GB-LRS","22164","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","AYP","11.0","12.0","12.0","LSPAYPGB-LRSTLS"
"LYS","CN-BEJ","22165","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYCN-BEJLYS"
"TLS","GB-EAS","22166","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","ILSP","11.0","12.0","12.0","LSPILSPGB-EASTLS"
"MRS","SG-SIM","22167","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYSG-SIMMRS"
"LYS","NZ-AUC","22168","LowSeason1","1.0","3.0","Mar-1 To Dec-31","LSP","AYP","31.0","12.0","12.0","LSPAYPNZ-AUCLYS"
"NTE","US-SBA","22169","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-SBANTE"
"LYS","US-WAS","22170","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","ILSP","11.0","12.0","12.0","LSPILSPUS-WASLYS"
"FRA","AU-BRS","22171","HighSeason1","1.0","1.0","Jan-1 To Feb-28","LSP","AYP","28.0","2.0","2.0","LSPAYPAU-BRSFRA"
"PAR","MT-MSJ","22172","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","AYP","31.0","8.0","8.0","LSPAYPMT-MSJPAR"
"GVA","JP-TYO","22173","LowSeason2","1.0","9.0","Sep-1 To Dec-11","ILS","ILSH","11.0","12.0","12.0","ILSILSHJP-TYOGVA"
"PAR","DE-MUN","22174","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","AYP","14.0","1.0","13.0","LSPAYPDE-MUNPAR"
"FRA","US-NYT","22175","HighSeason2","12.0","12.0","Dec-12 To Jan-14","ILS","ILS","14.0","1.0","13.0","ILSILSUS-NYTFRA"
"LYS","GB-EAS","22176","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYGB-EASLYS"
"GVA","SG-SIN","22177","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYSG-SINGVA"
"GVA","JP-TYO","22178","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","AYP","11.0","12.0","12.0","LSPAYPJP-TYOGVA"
"PAR","SG-SIN","22179","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","ILSP","11.0","12.0","12.0","LSPILSPSG-SINPAR"
"MRS","US-NYT","22180","LowSeason1","15.0","1.0","Jan-15 To May-31","ILS","ILSH","31.0","5.0","5.0","ILSILSHUS-NYTMRS"
"FRA","US-MIA","22181","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","ILSP","11.0","12.0","12.0","LSPILSPUS-MIAFRA"
"PAR","US-SDC","22182","LowSeason1","15.0","1.0","Jan-15 To May-31","ILS","ILS","31.0","5.0","5.0","ILSILSUS-SDCPAR"
"NCE","US-CHI","22183","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","AYP","31.0","5.0","5.0","LSPAYPUS-CHINCE"
"TLS","US-MIA","22184","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","AYP","31.0","8.0","8.0","LSPAYPUS-MIATLS"
"MRS","GB-OXF","22185","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","AYP","14.0","1.0","13.0","LSPAYPGB-OXFMRS"
"LYS","US-MIA","22186","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","AYP","14.0","1.0","13.0","LSPAYPUS-MIALYS"
"MRS","US-SEA","22187","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-SEAMRS"
"TLS","DE-BER","22188","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","AYP","31.0","8.0","8.0","LSPAYPDE-BERTLS"
"TLS","GB-BOU","22189","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","AYP","11.0","12.0","12.0","LSPAYPGB-BOUTLS"
"LYS","US-MIA","22190","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","AYP","11.0","12.0","12.0","LSPAYPUS-MIALYS"
"BOD","GB-EAS","22191","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYGB-EASBOD"
"GVA","GB-MAS","22192","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","ILSP","11.0","12.0","12.0","LSPILSPGB-MASGVA"
"LYS","GB-BST","22193","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","AYP","31.0","8.0","8.0","LSPAYPGB-BSTLYS"
"GVA","GB-BST","22194","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYGB-BSTGVA"
"PAR","GB-EAS","22195","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYGB-EASPAR"
"PAR","US-NYC","22196","LowSeason2","1.0","9.0","Sep-1 To Dec-11","ILS","ILS","11.0","12.0","12.0","ILSILSUS-NYCPAR"
"PAR","ES-MAD","22197","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYES-MADPAR"
"GVA","US-LAR","22198","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYUS-LARGVA"
"NCE","US-WAS","22199","LowSeason1","15.0","1.0","Jan-15 To May-31","ILS","ILSH","31.0","5.0","5.0","ILSILSHUS-WASNCE"
"LYS","US-NYT","22200","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","AYP","14.0","1.0","13.0","LSPAYPUS-NYTLYS"
"TLS","DE-BER","22201","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYDE-BERTLS"
"TLS","US-NYC","22202","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-NYCTLS"
"BOD","US-SBA","22203","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","AYP","14.0","1.0","13.0","LSPAYPUS-SBABOD"
"NTE","US-SBA","22204","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-SBANTE"
"FRA","SG-SIM","22205","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","ILSP","14.0","1.0","13.0","LSPILSPSG-SIMFRA"
"GVA","AU-BRS","22206","LowSeason1","1.0","3.0","Mar-1 To Dec-31","LSP","ILSP","31.0","12.0","12.0","LSPILSPAU-BRSGVA"
"TLS","CN-BEJ","22207","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILS","31.0","8.0","8.0","ILSILSCN-BEJTLS"
"PAR","GB-BOU","22208","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYGB-BOUPAR"
"BOD","GB-BOU","22209","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYGB-BOUBOD"
"LYS","GB-MAN","22210","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","ILSP","11.0","12.0","12.0","LSPILSPGB-MANLYS"
"MRS","US-BOI","22211","LowSeason1","15.0","1.0","Jan-15 To May-31","APP","AY","31.0","5.0","5.0","APPAYUS-BOIMRS"
"LYS","US-CHI","22212","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYUS-CHILYS"
"BOD","GB-LRS","22213","HighSeason2","12.0","12.0","Dec-12 To Jan-14","APP","AY","14.0","1.0","13.0","APPAYGB-LRSBOD"
"LYS","CA-TOO","22214","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","ILSP","11.0","12.0","12.0","LSPILSPCA-TOOLYS"
"GVA","US-MIA","22215","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","ILSP","31.0","5.0","5.0","LSPILSPUS-MIAGVA"
"MRS","IT-ROM","22216","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","ILSP","31.0","5.0","5.0","LSPILSPIT-ROMMRS"
"MRS","US-SEA","22217","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","ILSP","31.0","5.0","5.0","LSPILSPUS-SEAMRS"
"TLS","CA-TOO","22218","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILS","31.0","8.0","8.0","ILSILSCA-TOOTLS"
"TLS","CN-BEJ","22219","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYCN-BEJTLS"
"GVA","US-LAR","22220","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","AYP","11.0","12.0","12.0","LSPAYPUS-LARGVA"
"PAR","GB-CAM","22221","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILS","31.0","8.0","8.0","ILSILSGB-CAMPAR"
"PAR","JP-TYO","22222","HighSeason1","1.0","6.0","Jun-1 To Aug-31","ILS","ILS","31.0","8.0","8.0","ILSILSJP-TYOPAR"
"LYS","US-LAR","22223","LowSeason1","15.0","1.0","Jan-15 To May-31","LSP","ILSP","31.0","5.0","5.0","LSPILSPUS-LARLYS"
"LYS","US-LAR","22224","LowSeason2","1.0","9.0","Sep-1 To Dec-11","ILS","ILS","11.0","12.0","12.0","ILSILSUS-LARLYS"
"PAR","US-SFM","22225","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","AYP","11.0","12.0","12.0","LSPAYPUS-SFMPAR"
"PAR","US-CHS","22226","HighSeason1","1.0","6.0","Jun-1 To Aug-31","APP","AY","31.0","8.0","8.0","APPAYUS-CHSPAR"
"BOD","US-BOI","22227","HighSeason2","12.0","12.0","Dec-12 To Jan-14","ILS","ILS","14.0","1.0","13.0","ILSILSUS-BOIBOD"
"GVA","GB-CAE","22228","HighSeason2","12.0","12.0","Dec-12 To Jan-14","ILS","ILS","14.0","1.0","13.0","ILSILSGB-CAEGVA"
"GVA","US-NYT","22229","LowSeason2","1.0","9.0","Sep-1 To Dec-11","APP","AY","11.0","12.0","12.0","APPAYUS-NYTGVA"
"PAR","NZ-AUC","22230","HighSeason1","1.0","1.0","Jan-1 To Feb-28","APP","AY","28.0","2.0","2.0","APPAYNZ-AUCPAR"
"MRS","NZ-AUC","22231","LowSeason1","1.0","3.0","Mar-1 To Dec-31","APP","AY","31.0","12.0","12.0","APPAYNZ-AUCMRS"
"PAR","NZ-AUC","22232","LowSeason1","1.0","3.0","Mar-1 To Dec-31","APP","AY","31.0","12.0","12.0","APPAYNZ-AUCPAR"
"NCE","US-NYT","22233","LowSeason1","15.0","1.0","Jan-15 To May-31","ILS","ILS","31.0","5.0","5.0","ILSILSUS-NYTNCE"
"BOD","US-NYC","22234","HighSeason1","1.0","6.0","Jun-1 To Aug-31","LSP","AYP","31.0","8.0","8.0","LSPAYPUS-NYCBOD"
"TLS","US-BOE","22235","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","ILSP","14.0","1.0","13.0","LSPILSPUS-BOETLS"
"MRS","US-CHS","22236","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","AYP","11.0","12.0","12.0","LSPAYPUS-CHSMRS"
"MRS","US-NYT","22237","LowSeason2","1.0","9.0","Sep-1 To Dec-11","LSP","AYP","11.0","12.0","12.0","LSPAYPUS-NYTMRS"
"GVA","US-SDC","22238","HighSeason2","12.0","12.0","Dec-12 To Jan-14","LSP","ILSP","14.0","1.0","13.0","LSPILSPUS-SDCGVA"
